YEAR MON  SSN   DEV
1928  2  73.5  37.3
1928  3  85.5  24.1
1928  4  80.6  37.2
1928  5  77.0  52.2
1928  6  91.4  42.8
1928  7  98.0  29.8
1928  8  83.8  19.6
1928  9  89.7  32.0
1928 10  61.4  19.5
1928 11  50.3  23.6
1928 12  59.0  32.1
1929  1  68.9  23.0
1929  2  62.8  22.8
1929  3  50.2  27.2
1929  4  52.8  11.9
1929  5  58.2  19.6
1929  6  71.9  20.5
1929  7  70.2  15.5
1929  8  65.8  30.2
1929  9  34.4  15.1
1929 10  54.0  22.2
1929 11  81.1  25.7
1929 12 108.0  31.8
1930  1  65.3  24.4
1930  2  49.9  37.3
1930  3  35.0  13.3
1930  4  38.2  15.3
1930  5  36.8  12.2
1930  6  28.8  17.3
1930  7  21.9   8.4
1930  8  24.9  13.3
1930  9  32.1  20.4
1930 10  34.4  15.4
1930 11  35.6  24.3
1930 12  25.8  15.1
1931  1  14.6  10.6
1931  2  43.1  26.8
1931  3  30.0  12.7
1931  4  31.2   9.2
1931  5  24.6   9.3
1931  6  15.3  15.6
1931  7  17.4  12.2
1931  8  13.0  12.6
1931  9  19.0   7.3
1931 10  10.0   6.2
1931 11  18.7  14.9
1931 12  17.8  11.0
1932  1  12.1  10.9
1932  2  10.6  11.5
1932  3  11.2  11.5
1932  4  11.2  12.1
1932  5  17.9  13.5
1932  6  22.2  10.6
1932  7   9.6   9.6
1932  8   6.8   7.5
1932  9   4.0   5.0
1932 10   8.9   7.0
1932 11   8.2   8.9
1932 12  11.0   6.8
1933  1  12.3  12.4
1933  2  22.2  25.5
1933  3  10.1   8.7
1933  4   2.9   5.4
1933  5   3.2   5.1
1933  6   5.2   5.8
1933  7   2.8   5.8
1933  8   0.2   1.3
1933  9   5.1   5.7
1933 10   3.0   6.0
1933 11   0.6   2.3
1933 12   0.3   1.4
1934  1   3.4   5.3
1934  2   7.8   5.7
1934  3   4.3   6.1
1934  4  11.3  10.4
1934  5  19.7  12.6
1934  6   6.7   9.6
1934  7   9.3   9.2
1934  8   8.3   8.9
1934  9   4.0   5.7
1934 10   5.7   4.8
1934 11   8.7   9.2
1934 12  15.4  14.3
1935  1  18.6   8.2
1935  2  20.5   8.9
1935  3  23.1  19.8
1935  4  12.2  10.8
1935  5  27.3  21.4
1935  6  45.7  12.6
1935  7  33.9  16.6
1935  8  30.1  10.8
1935  9  42.1  17.4
1935 10  53.2  23.2
1935 11  64.2  23.6
1935 12  61.5  14.9
1936  1  62.8  22.1
1936  2  74.3  19.7
1936  3  77.1  18.1
1936  4  74.9  19.6
1936  5  54.6  15.3
1936  6  70.0  24.2
1936  7  52.3  16.4
1936  8  87.0  18.4
1936  9  76.0  21.9
1936 10  89.0  26.7
1936 11 115.4  48.2
1936 12 123.4  46.0
1937  1 132.5  47.4
1937  2 128.5  44.5
1937  3  83.9  40.7
1937  4 109.3  40.7
1937  5 116.7  50.5
1937  6 130.3  44.6
1937  7 145.1  42.3
1937  8 137.7  36.6
1937  9 100.7  18.3
1937 10 124.9  43.9
1937 11  74.4  20.2
1937 12  88.8  36.3
1938  1  98.4  21.7
1938  2 119.2  41.0
1938  3  86.5  36.4
1938  4 101.0  18.5
1938  5 127.4  24.5
1938  6  97.5  19.7
1938  7 165.3  30.2
1938  8 115.7  26.9
1938  9  89.6  34.5
1938 10  99.1  38.0
1938 11 122.2  32.6
1938 12  92.7  27.1
1939  1  80.3  21.3
1939  2  77.4  17.3
1939  3  64.6  25.1
1939  4 109.1  29.5
1939  5 118.3  27.3
1939  6 101.0  22.4
1939  7  97.6  31.1
1939  8 105.8  32.7
1939  9 112.6  27.0
1939 10  88.1  20.1
1939 11  68.1  19.0
1939 12  42.1  12.0
1940  1  50.5  13.2
1940  2  59.4  13.8
1940  3  83.3  23.8
1940  4  60.7  14.7
1940  5  54.4  23.3
1940  6  83.9  27.6
1940  7  67.5  24.7
1940  8 105.5  24.5
1940  9  66.5  30.5
1940 10  55.0  14.1
1940 11  58.4  21.2
1940 12  68.3  41.9
1941  1  45.6  20.5
1941  2  44.5  19.8
1941  3  46.4  12.8
1941  4  32.8  12.1
1941  5  29.5  11.3
1941  6  59.8  25.2
1941  7  66.9  35.4
1941  8  60.0  27.8
1941  9  65.9  31.4
1941 10  46.3  10.3
1941 11  38.4  25.8
1941 12  33.7  19.5
1942  1  35.6  21.1
1942  2  52.8  19.2
1942  3  54.2  38.4
1942  4  60.7  25.5
1942  5  25.0  15.0
1942  6  11.4   8.3
1942  7  17.7  13.5
1942  8  20.2  12.8
1942  9  17.2   7.7
1942 10  19.2  12.8
1942 11  30.7  17.5
1942 12  22.5  13.8
1943  1  12.5   7.8
1943  2  28.9  19.9
1943  3  27.4  12.6
1943  4  26.1   9.9
1943  5  14.1   9.3
1943  6   7.6   6.2
1943  7  13.2  10.5
1943  8  19.4  13.0
1943  9  10.0  10.6
1943 10   7.8   6.0
1943 11  10.2   8.5
1943 12  18.8  12.7
1944  1   3.7   5.6
1944  2   0.5   1.8
1944  3  11.0  12.1
1944  4   0.3   1.5
1944  5   2.5   6.1
1944  6   5.0   4.0
1944  7   5.0   4.7
1944  8  16.7   9.8
1944  9  14.3   8.5
1944 10  16.9  11.0
1944 11  10.8   6.9
1944 12  28.4  17.4
1945  1  18.5   9.3
1945  2  12.7   7.0
1945  3  21.5  15.3
1945  4  32.0  20.3
1945  5  30.6  14.5
1945  6  36.2  19.6
1945  7  42.6  32.6
1945  8  25.9  19.8
1945  9  34.9  20.6
1945 10  68.8  17.7
1945 11  46.0  11.1
1945 12  27.4  10.2
1946  1  47.6  26.2
1946  2  86.2  22.0
1946  3  76.6  19.1
1946  4  75.7  21.4
1946  5  84.9  39.4
1946  6  73.5  27.1
1946  7 116.2  30.5
1946  8 107.2  19.4
1946  9  94.4  30.9
1946 10 102.3  29.7
1946 11 123.8  30.8
1946 12 121.7  26.1
1947  1 115.7  49.0
1947  2 133.4  39.4
1947  3 129.8  50.8
1947  4 149.8  53.5
1947  5 201.3  60.9
1947  6 163.9  50.9
1947  7 157.9  31.9
1947  8 188.8  74.3
1947  9 169.4  50.8
1947 10 163.6  56.3
1947 11 128.0  48.7
1947 12 116.5  20.1
1948  1 108.5  17.2
1948  2  86.1  17.9
1948  3  94.8  32.8
1948  4 189.7  27.1
1948  5 174.0  69.3
1948  6 167.8  26.6
1948  7 142.2  28.3
1948  8 157.9  35.3
1948  9 143.3  55.9
1948 10 136.3  44.9
1948 11  95.8  21.8
1948 12 138.0  46.2
1949  1 119.1  29.6
1949  2 182.3  34.7
1949  3 157.5  31.6
1949  4 147.0  22.7
1949  5 106.2  22.1
1949  6 121.7  41.3
1949  7 125.8  44.6
1949  8 123.8  47.9
1949  9 145.3  37.3
1949 10 131.6  47.8
1949 11 143.5  18.9
1949 12 117.6  20.6
1950  1 101.6  28.1
1950  2  94.8  55.3
1950  3 109.7  34.6
1950  4 113.4  26.1
1950  5 106.2  31.2
1950  6  83.6  19.1
1950  7  91.0  20.6
1950  8  85.2  18.0
1950  9  51.3  19.8
1950 10  61.4  25.9
1950 11  54.8  21.6
1950 12  54.1  34.3
1951  1  59.9  34.2
1951  2  59.9  14.3
1951  3  55.9  23.0
1951  4  92.9  39.0
1951  5 108.5  65.1
1951  6 100.6  49.1
1951  7  61.5  27.4
1951  8  61.0  33.2
1951  9  83.1  27.7
1951 10  51.6  22.2
1951 11  52.4  10.4
1951 12  45.8  22.7
1952  1  40.7  17.9
1952  2  22.7  16.8
1952  3  22.0  22.2
1952  4  29.1  13.7
1952  5  23.4  13.0
1952  6  36.4  22.3
1952  7  39.3  25.4
1952  8  54.9  19.1
1952  9  28.2  20.3
1952 10  23.8  11.1
1952 11  22.1  12.7
1952 12  34.3  20.8
1953  1  26.5  21.7
1953  2   3.9   5.3
1953  3  10.0  12.8
1953  4  27.8  23.0
1953  5  12.5  11.9
1953  6  21.8  10.5
1953  7   8.6  10.0
1953  8  23.5  25.5
1953  9  19.3  12.0
1953 10   8.2   7.1
1953 11   1.6   3.8
1953 12   2.5   4.1
1954  1   0.2   1.3
1954  2   0.5   1.8
1954  3  10.9  13.7
1954  4   1.8   3.8
1954  5   0.8   2.4
1954  6   0.2   1.3
1954  7   4.8   4.8
1954  8   8.4   6.9
1954  9   1.5   3.0
1954 10   7.0   7.0
1954 11   9.2  13.8
1954 12   7.6   8.8
1955  1  23.1  11.7
1955  2  20.8  10.9
1955  3   4.9   6.8
1955  4  11.3  11.7
1955  5  28.9  17.6
1955  6  31.7  21.3
1955  7  26.7  16.1
1955  8  40.7  26.1
1955  9  42.7  26.1
1955 10  58.5  37.2
1955 11  89.2  30.7
1955 12  76.9  13.8
1956  1  73.6  31.0
1956  2 124.0  78.5
1956  3 118.4  16.2
1956  4 110.7  43.4
1956  5 136.6  26.3
1956  6 116.6  26.3
1956  7 129.1  38.4
1956  8 169.6  33.1
1956  9 173.2  42.9
1956 10 155.3  24.0
1956 11 201.3  51.4
1956 12 192.1  24.1
1957  1 165.0  41.8
1957  2 130.3  13.6
1957  3 157.4  26.4
1957  4 175.2  41.4
1957  5 164.6  33.5
1957  6 200.7  41.7
1957  7 187.2  48.1
1957  8 158.0  43.6
1957  9 235.8  44.2
1957 10 253.8  31.3
1957 11 210.9  27.6
1957 12 239.4  63.0
1958  1 202.5  49.2
1958  2 164.9  16.7
1958  3 190.7  58.2
1958  4 196.0  50.5
1958  5 175.3  48.1
1958  6 171.5  35.5
1958  7 191.4  37.6
1958  8 200.2  35.6
1958  9 201.2  31.6
1958 10 181.5  42.2
1958 11 152.3  63.1
1958 12 187.6  54.0
1959  1 217.4  43.0
1959  2 143.1  31.8
1959  3 185.7  35.6
1959  4 163.3  36.3
1959  5 172.0  53.1
1959  6 168.7  13.8
1959  7 149.6  29.7
1959  8 199.6  43.6
1959  9 145.2  44.6
1959 10 111.4  20.9
1959 11 124.0  32.0
1959 12 125.0  25.9
1960  1 146.3  32.9
1960  2 106.0  39.6
1960  3 102.2  28.2
1960  4 122.0  23.6
1960  5 119.6  19.5
1960  6 110.2  32.0
1960  7 121.7  31.2
1960  8 134.1  76.3
1960  9 127.2  36.4
1960 10  82.8  31.4
1960 11  89.6  29.8
1960 12  85.6  22.7
1961  1  57.9  29.0
1961  2  46.1  14.7
1961  3  53.0  22.5
1961  4  61.4  17.8
1961  5  51.0  18.5
1961  6  77.4  32.0
1961  7  70.2  21.3
1961  8  55.8  30.5
1961  9  63.6  20.1
1961 10  37.7  18.6
1961 11  32.6  21.7
1961 12  39.9  29.7
1962  1  38.7  29.5
1962  2  50.3  35.0
1962  3  45.6  26.4
1962  4  46.4  24.0
1962  5  43.7  13.4
1962  6  42.0  11.8
1962  7  21.8  11.7
1962  8  21.8  16.7
1962  9  51.3  16.9
1962 10  39.5  15.5
1962 11  26.9  20.3
1962 12  23.2  14.8
1963  1  19.8  11.4
1963  2  24.4  13.5
1963  3  17.1   8.8
1963  4  29.3  21.8
1963  5  43.0  19.2
1963  6  35.9  23.4
1963  7  19.6  13.0
1963  8  33.2  18.8
1963  9  38.8  27.8
1963 10  35.3  17.0
1963 11  23.4  13.0
1963 12  14.9  10.4
1964  1  15.3   6.3
1964  2  17.7  16.1
1964  3  16.5  10.4
1964  4   8.6   6.2
1964  5   9.5   5.3
1964  6   9.1   8.4
1964  7   3.1   4.4
1964  8   9.3  10.2
1964  9   4.7   6.6
1964 10   6.1   6.6
1964 11   7.4   6.6
1964 12  15.1  10.5
1965  1  17.5   8.9
1965  2  14.3   7.8
1965  3  11.7   7.0
1965  4   6.8   7.3
1965  5  24.1  25.4
1965  6  15.9  11.2
1965  7  11.9  11.4
1965  8   8.9   7.6
1965  9  16.8  10.3
1965 10  20.1  19.1
1965 11  15.8  14.5
1965 12  17.0  16.0
1966  1  28.2  20.7
1966  2  24.4  13.6
1966  3  25.3  17.9
1966  4  48.7  15.2
1966  5  45.3  20.9
1966  6  47.7  16.6
1966  7  56.7  10.7
1966  8  51.2  26.6
1966  9  50.2  19.9
1966 10  57.2  17.8
1966 11  57.2  16.1
1966 12  70.4  30.3
1967  1 110.9  28.3
1967  2  93.6  30.5
1967  3 111.8  40.3
1967  4  69.5  17.9
1967  5  86.5  57.0
1967  6  67.3  32.0
1967  7  91.5  31.6
1967  8 107.2  19.9
1967  9  76.8  28.4
1967 10  88.2  29.0
1967 11  94.3  32.1
1967 12 126.4  25.0
1968  1 121.8  47.5
1968  2 111.9  42.7
1968  3  92.2  32.8
1968  4  81.2  20.9
1968  5 127.2  20.3
1968  6 110.3  13.1
1968  7  96.1  36.3
1968  8 109.3  33.7
1968  9 117.2  32.7
1968 10 107.7  22.3
1968 11  86.0  10.2
1968 12 109.8  21.3
1969  1 104.4  26.5
1969  2 120.5  49.3
1969  3 135.8  35.0
1969  4 106.8  30.6
1969  5 120.0  44.7
1969  6 106.0  58.3
1969  7  96.8  34.5
1969  8  98.0  49.5
1969  9  91.3  22.5
1969 10  95.7  31.6
1969 11  93.5  19.8
1969 12  97.9  34.5
1970  1 111.5  40.3
1970  2 127.8  28.7
1970  3 102.9  29.2
1970  4 109.5  35.6
1970  5 127.5  22.9
1970  6 106.8  33.7
1970  7 112.5  34.3
1970  8  93.0  19.6
1970  9  99.5  21.4
1970 10  86.6  25.3
1970 11  95.2  23.0
1970 12  83.5  17.3
1971  1  91.3  22.2
1971  2  79.0  17.0
1971  3  60.7  14.3
1971  4  71.8  26.7
1971  5  57.5  16.9
1971  6  49.8  27.7
1971  7  81.0  18.7
1971  8  61.4  22.4
1971  9  50.2  20.7
1971 10  51.7  19.4
1971 11  63.2  22.1
1971 12  82.2  19.1
1972  1  61.5  26.9
1972  2  88.4  41.3
1972  3  80.1  25.9
1972  4  63.2  17.1
1972  5  80.5  33.3
1972  6  88.0  19.3
1972  7  76.5  16.5
1972  8  76.8  29.3
1972  9  64.0  21.6
1972 10  61.3  30.8
1972 11  41.6  21.9
1972 12  45.3  17.2
1973  1  43.4  21.5
1973  2  42.9  20.1
1973  3  46.0  19.7
1973  4  57.7  21.1
1973  5  42.4  21.3
1973  6  39.5  18.0
1973  7  23.1  15.4
1973  8  25.6  20.7
1973  9  59.3  36.6
1973 10  30.7  22.8
1973 11  23.9  21.1
1973 12  23.3  20.3
1974  1  27.6  24.2
1974  2  26.0  15.4
1974  3  21.3   9.0
1974  4  40.3  24.1
1974  5  39.5  36.4
1974  6  36.0  19.8
1974  7  55.8  20.8
1974  8  33.6  18.7
1974  9  40.2  26.0
1974 10  47.1  35.4
1974 11  25.0  11.7
1974 12  20.5  14.1
1975  1  18.9  10.1
1975  2  11.5  10.7
1975  3  11.5   9.2
1975  4   5.1   7.5
1975  5   9.0  11.1
1975  6  11.4  11.2
1975  7  28.2   7.9
1975  8  39.7  31.3
1975  9  13.9   9.7
1975 10   9.1   7.4
1975 11  19.4  12.7
1975 12   7.8   8.3
1976  1   8.1  10.0
1976  2   4.3   6.1
1976  3  21.9  16.0
1976  4  18.8   8.4
1976  5  12.4   8.9
1976  6  12.2   9.4
1976  7   1.9   3.7
1976  8  16.4   7.0
1976  9  13.5   7.4
1976 10  20.6   9.6
1976 11   5.2   5.9
1976 12  15.3  10.7
1977  1  16.4  10.8
1977  2  23.1  18.4
1977  3   8.7   6.3
1977  4  12.9   9.2
1977  5  18.6  10.2
1977  6  38.5  18.6
1977  7  21.4  15.6
1977  8  30.1   8.2
1977  9  44.0  14.2
1977 10  43.8   9.2
1977 11  29.1  12.7
1977 12  43.2  16.3
1978  1  51.9  33.3
1978  2  93.6  26.7
1978  3  76.5  16.0
1978  4  99.7  18.3
1978  5  82.7  13.2
1978  6  95.1  41.9
1978  7  70.4  32.7
1978  8  58.1  17.4
1978  9 138.2  29.2
1978 10 125.1  27.3
1978 11  97.9  21.5
1978 12 122.7  35.0
1979  1 166.6  19.3
1979  2 137.5  25.0
1979  3 138.0  15.1
1979  4 101.5  24.7
1979  5 134.4  30.5
1979  6 149.5  43.2
1979  7 159.4  37.2
1979  8 142.2  42.8
1979  9 188.4  36.4
1979 10 186.2  24.8
1979 11 183.3  57.4
1979 12 176.3  57.3
1980  1 159.6  41.0
1980  2 155.0  34.1
1980  3 126.2  51.5
1980  4 164.1  42.3
1980  5 179.9  39.8
1980  6 157.3  25.0
1980  7 136.3  51.6
1980  8 135.4  49.4
1980  9 155.0  43.9
1980 10 164.7  43.4
1980 11 147.9  37.6
1980 12 174.4  32.1
1981  1 114.0  25.3
1981  2 141.3  20.1
1981  3 135.5  20.8
1981  4 156.4  45.2
1981  5 127.5  33.7
1981  6  90.9  31.8
1981  7 143.8  41.1
1981  8 158.7  43.4
1981  9 167.3  27.8
1981 10 162.4  42.7
1981 11 137.5  54.1
1981 12 150.1  72.6
1982  1 111.2  46.6
1982  2 163.6  51.2
1982  3 153.8  19.0
1982  4 122.0  22.6
1982  5  82.2  25.1
1982  6 110.4  35.0
1982  7 106.1  90.2
1982  8 107.6  29.9
1982  9 118.8  24.9
1982 10  94.7  33.9
1982 11  98.1  19.4
1982 12 127.0  37.2
1983  1  84.3  17.2
1983  2  51.0  29.6
1983  3  66.5  23.8
1983  4  80.7  30.5
1983  5  99.2  16.5
1983  6  91.1  22.2
1983  7  82.2  18.6
1983  8  71.8  25.4
1983  9  50.3  15.3
1983 10  55.8  37.4
1983 11  33.4  26.1
1983 12  33.4  21.3
1984  1  57.0  29.1
1984  2  85.4  23.5
1984  3  83.5  20.2
1984  4  69.7  32.4
1984  5  76.4  21.0
1984  6  46.1  14.4
1984  7  37.4  22.2
1984  8  25.5   9.4
1984  9  15.7  18.7
1984 10  12.0   6.9
1984 11  22.8  13.9
1984 12  18.7   6.2
1985  1  16.5  17.4
1985  2  15.9   6.1
1985  3  17.2  11.1
1985  4  16.2  12.1
1985  5  27.5  13.5
1985  6  24.2  17.7
1985  7  30.7  23.0
1985  8  11.1   8.8
1985  9   3.9   4.3
1985 10  18.6  23.0
1985 11  16.2  15.6
1985 12  17.3  18.9
1986  1   2.5   5.0
1986  2  23.2  19.2
1986  3  15.1  11.5
1986  4  18.5  14.5
1986  5  13.7  10.5
1986  6   1.1   2.8
1986  7  18.1  11.0
1986  8   7.4   4.6
1986  9   3.8   4.8
1986 10  35.4  22.0
1986 11  15.2  12.2
1986 12   6.8   8.3
1987  1  10.4   6.6
1987  2   2.4   3.6
1987  3  14.7   6.0
1987  4  39.6  25.4
1987  5  33.0  13.9
1987  6  17.4  14.1
1987  7  33.0  35.0
1987  8  38.7  11.6
1987  9  33.9  14.8
1987 10  60.6  23.0
1987 11  39.9  17.1
1987 12  27.1   9.8
1988  1  59.0  18.8
1988  2  40.0  18.2
1988  3  76.2  23.4
1988  4  88.0  37.7
1988  5  60.1  22.1
1988  6 101.8  30.0
1988  7 113.8  22.9
1988  8 111.6  45.6
1988  9 120.1  34.1
1988 10 125.1  14.0
1988 11 125.1  31.1
1988 12 179.2  40.8
1989  1 161.3  25.3
1989  2 165.1  28.9
1989  3 131.4  31.5
1989  4 130.6  25.0
1989  5 138.5  32.8
1989  6 196.2  40.0
1989  7 126.9  28.5
1989  8 168.9  53.6
1989  9 176.7  66.0
1989 10 159.4  29.3
1989 11 173.0  33.8
1989 12 165.5  47.9
1990  1 177.3  27.9
1990  2 130.5  62.5
1990  3 140.3  47.8
1990  4 140.3  42.2
1990  5 132.2  37.2
1990  6 105.4  39.6
1990  7 149.4  59.6
1990  8 200.3  57.0
1990  9 125.2  21.8
1990 10 145.5  38.1
1990 11 131.4  35.6
1990 12 129.7  32.6
1991  1 136.9  47.9
1991  2 167.5  32.8
1991  3 141.9  36.1
1991  4 140.0  52.5
1991  5 121.3  20.0
1991  6 169.7  34.1
1991  7 173.7  42.0
1991  8 176.3  70.0
1991  9 125.3  20.4
1991 10 144.1  42.8
1991 11 108.2  29.1
1991 12 144.4  31.4
1992  1 150.0  42.6
1992  2 161.1  36.3
1992  3 106.7  21.3
1992  4  99.8  39.7
1992  5  73.8  22.4
1992  6  65.2  14.7
1992  7  85.7  37.3
1992  8  64.5  25.3
1992  9  63.9  14.7
1992 10  88.7  28.1
1992 11  91.8  17.0
1992 12  82.6  22.4
1993  1  59.3  22.3
1993  2  91.0  24.7
1993  3  69.8  16.6
1993  4  62.2  26.5
1993  5  61.3  31.5
1993  6  49.8  30.1
1993  7  57.9  13.7
1993  8  42.2  12.9
1993  9  22.4  13.4
1993 10  56.4  20.4
1993 11  35.6  15.0
1993 12  48.9  22.2
1994  1  57.8  24.7
1994  2  35.5   7.4
1994  3  31.7  15.5
1994  4  16.1  12.1
1994  5  17.8  12.1
1994  6  28.0  20.1
1994  7  35.1  18.9
1994  8  22.5  12.4
1994  9  25.7  19.2
1994 10  44.0  13.5
1994 11  18.0  10.8
1994 12  26.2  13.8
1995  1  24.2  17.3
1995  2  29.9  11.3
1995  3  31.1  17.5
1995  4  14.0  16.2
1995  5  14.5  13.4
1995  6  15.6   8.0
1995  7  14.5   9.4
1995  8  14.3  10.0
1995  9  11.8   9.9
1995 10  21.1  17.7
1995 11   9.0   7.6
1995 12  10.0   6.1
1996  1  11.5  14.4
1996  2   4.4   5.0
1996  3   9.2   7.3
1996  4   4.8   6.0
1996  5   5.5   6.4
1996  6  11.8   7.3
1996  7   8.2   9.1
1996  8  14.4   4.5
1996  9   1.6   3.8
1996 10   0.9   2.8
1996 11  17.9  17.8
1996 12  13.3  12.1
1997  1   5.7   5.2
1997  2   7.6   9.5
1997  3   8.7   7.8
1997  4  15.5   9.8
1997  5  18.5  13.4
1997  6  12.7   5.7
1997  7  10.4  10.9
1997  8  24.4  15.6
1997  9  51.3  24.8
1997 10  22.8   9.1
1997 11  39.0  10.8
1997 12  41.2  12.9
1998  1  31.9  21.0
1998  2  40.3  15.9
1998  3  54.8  13.7
1998  4  53.4  29.9
1998  5  56.3  19.1
1998  6  70.7  18.1
1998  7  66.6  20.0
1998  8  92.2  17.0
1998  9  92.9  24.8
1998 10  55.5  25.5
1998 11  74.0  25.4
1998 12  81.9  24.2
1999  1  62.0  30.0
1999  2  66.3  41.7
1999  3  68.8  24.9
1999  4  63.7  18.0
1999  5 106.4  20.0
1999  6 137.7  33.3
1999  7 113.5  26.0
1999  8  93.7  42.7
1999  9  71.5  24.0
1999 10 116.7  27.9
1999 11 133.2  36.2
1999 12  84.6  18.2
2000  1  90.1  34.7
2000  2 112.9  24.3
2000  3 138.5  25.8
2000  4 125.5  29.4
2000  5 121.6  44.4
2000  6 124.9  25.0
2000  7 170.1  43.3
2000  8 130.5  36.8
2000  9 109.7  39.5
2000 10  99.4  24.9
2000 11 106.8  23.3
2000 12 104.4  28.5
2001  1  95.6  19.3
2001  2  80.6  19.6
2001  3 113.5  62.8
2001  4 107.7  33.9
2001  5  96.6  21.1
2001  6 134.0  36.7
2001  7  81.8  24.9
2001  8 106.4  14.2
2001  9 150.7  27.7
2001 10 125.5  22.8
2001 11 106.5  25.0
2001 12 132.2  19.2
2002  1 114.1  16.9
2002  2 107.4  21.9
2002  3  98.4  13.6
2002  4 120.7  24.6
2002  5 120.8  25.0
2002  6  88.3  29.5
2002  7  99.6  42.0
2002  8 116.4  36.3
2002  9 109.6  18.8
2002 10  97.5  22.1
2002 11  95.5  26.3
2002 12  80.8  35.8
2003  1  79.7  21.8
2003  2  46.0  21.6
2003  3  61.1  25.1
2003  4  60.0  29.1
2003  5  54.6  21.6
2003  6  77.4  22.7
2003  7  83.3  33.4
2003  8  72.7  10.6
2003  9  48.7  16.8
2003 10  65.5  46.1
2003 11  67.3  42.7
2003 12  46.5  22.4
2004  1  37.3  14.8
2004  2  45.8  13.8
2004  3  49.1  16.8
2004  4  39.3  14.8
2004  5  41.5  15.9
2004  6  43.2  19.1
2004  7  51.1  30.1
2004  8  40.9  18.6
2004  9  27.7  13.2
2004 10  48.0  35.3
2004 11  43.5  14.3
2004 12  17.9   7.0
2005  1  31.3  16.5
2005  2  29.2  16.0
2005  3  24.5  13.0
2005  4  24.2   8.2
2005  5  42.7  17.2
2005  6  39.3  21.0
2005  7  40.1  34.1
2005  8  36.4  11.9
2005  9  21.9  11.7
2005 10   8.7   5.2
2005 11  18.0   8.3
2005 12  41.1   9.9
2006  1  15.3   9.6
2006  2   4.9   5.4
2006  3  10.6   8.3
2006  4  30.2  14.6
2006  5  22.3  12.4
2006  6  13.9   9.7
2006  7  12.2   5.6
2006  8  12.9   6.6
2006  9  14.4   9.0
2006 10  10.5   8.7
2006 11  21.4  12.1
2006 12  13.6  10.9
2007  1  16.8   7.3
2007  2  10.7   7.4
2007  3   4.5   4.9
2007  4   3.4   6.2
2007  5  11.7   6.8
2007  6  12.1  13.0
2007  7   9.7   8.2
2007  8   6.0   4.2
2007  9   2.4   4.2
2007 10   0.9   2.8
2007 11   1.7   3.6
2007 12  10.1  10.6
2008  1   3.3   4.3
2008  2   2.1   3.8
2008  3   9.3  13.2
2008  4   2.9   4.4
2008  5   3.2   4.9
2008  6   3.4   3.9
2008  7   0.8   2.5
2008  8   0.5   1.9
2008  9   1.1   2.8
2008 10   2.9   4.3
2008 11   4.1   4.9
2008 12   0.8   2.6
2009  1   1.3   3.1
2009  2   1.4   3.0
2009  3   0.7   2.3
2009  4   0.8   2.3
2009  5   2.9   4.1
2009  6   2.9   4.3
2009  7   3.2   5.4
2009  8   0.0   0.0
2009  9   4.3   6.4
2009 10   4.8   7.6
2009 11   4.1   4.9
2009 12  10.8   9.0
2010  1  13.2   7.3
2010  2  18.8   9.3
2010  3  15.3   7.1
2010  4   8.0   8.4
2010  5   8.7   8.9
2010  6  13.6   7.8
2010  7  16.1   6.7
2010  8  19.6  11.9
2010  9  25.2  11.7
2010 10  23.5  13.7
2010 11  21.5  10.1
2010 12  14.4   8.3
2011  1  18.8   7.7
2011  2  29.6  14.4
2011  3  55.8  25.0
2011  4  54.4  13.1
2011  5  41.5  17.1
2011  6  37.0  21.3
2011  7  43.8  15.9
2011  8  50.6  22.2
2011  9  78.0  21.2
2011 10  88.0  23.4
2011 11  96.7  14.6
2011 12  73.0  17.7
2012  1  58.3  18.6
2012  2  32.9  10.6
2012  3  64.3  16.2
2012  4  55.2  28.6
2012  5  69.0  11.0
2012  6  64.5  33.3
2012  7  66.5  22.8
2012  8  63.0  26.0
2012  9  61.4  22.1
2012 10  53.3  13.8
2012 11  61.8  22.5
2012 12  40.8   9.4
2013  1  62.9  30.0
2013  2  38.1  13.6
2013  3  57.9  20.2
2013  4  72.4  12.8
2013  5  78.7  21.5
2013  6  52.5  23.7
2013  7  57.0  15.9
2013  8  66.0  20.6
2013  9  37.0  15.0
2013 10  85.6  24.1
2013 11  77.6  27.9
2013 12  90.3  17.0
2014  1  81.8  17.6
2014  2 102.3  20.8
2014  3  91.9  11.9
2014  4  84.7  32.4
2014  5  75.2  22.3
2014  6  71.0  28.7
2014  7  72.4  45.1
2014  8  74.6  20.9
2014  9  87.6  23.2
2014 10  60.6  21.9
2014 11  70.2  17.7
2014 12  76.7  24.4
2015  1  67.0  23.2
2015  2  44.8  16.3
2015  3  38.4  18.9
2015  4  54.4  27.6
